battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1673.0,0,2.8,1,7,0,9.0,0.1,187.0,3,10,65,734.0,3669.0,9,1,10.0,1,0,1,3
712.0,1,1.6,0,6,1,9.0,0.8,172.0,2,14,881,1234.0,3612.0,13,5,4.0,1,0,0,3
569.0,1,0.5,1,10,1,4.0,0.8,170.0,3,19,351,1159.0,2351.0,8,7,10.0,1,1,0,1
603.0,1,0.7,1,0,1,64.0,0.2,156.0,6,0,1842,1968.0,604.0,10,4,8.0,1,1,1,0
1332.0,0,0.8,1,2,0,11.0,0.5,187.0,2,4,758,1165.0,1285.0,5,0,9.0,1,1,0,1
1413.0,0,0.6,0,0,1,13.0,0.1,128.0,1,0,1323,1481.0,515.0,5,0,18.0,1,1,0,0
1064.0,0,2.9,1,1,1,34.0,0.2,184.0,6,13,1175,1569.0,654.0,16,13,6.0,1,0,0,0
1444.0,0,0.6,0,2,0,48.0,0.5,82.0,5,17,1092,1554.0,2540.0,17,2,15.0,1,1,1,3
1366.0,1,1.7,1,5,1,53.0,0.2,161.0,5,9,647,1876.0,3869.0,17,5,14.0,1,0,1,3
906.0,0,2.1,1,7,0,18.0,0.1,136.0,2,11,1102,1793.0,3412.0,13,8,16.0,1,0,0,3
1554.0,0,2.7,1,3,1,47.0,0.7,185.0,5,12,319,1367.0,509.0,12,3,19.0,1,0,0,0
1187.0,0,2.3,0,0,1,21.0,0.2,122.0,6,6,215,1125.0,2547.0,10,3,5.0,1,1,0,2
1156.0,1,2.7,1,1,1,30.0,0.9,173.0,3,16,945,1913.0,2735.0,16,15,13.0,1,0,1,2
1918.0,0,2.8,0,1,0,22.0,0.3,139.0,1,5,381,1203.0,1369.0,9,6,6.0,0,1,1,1
841.0,1,0.5,1,8,0,39.0,0.1,199.0,6,13,546,828.0,2942.0,11,5,16.0,0,1,1,2
730.0,1,1.3,1,6,0,6.0,0.9,167.0,7,10,1096,1155.0,2812.0,10,1,17.0,0,0,0,2
878.0,1,1.3,0,13,1,31.0,0.5,153.0,4,18,575,618.0,3497.0,9,7,11.0,1,1,0,2
1059.0,0,0.5,1,0,0,50.0,0.7,182.0,8,1,519,1545.0,619.0,5,3,18.0,0,1,1,0
1578.0,0,2.9,0,8,0,3.0,0.9,200.0,1,20,342,670.0,3483.0,17,4,16.0,1,0,0,3
1829.0,0,1.7,0,0,0,36.0,0.8,112.0,5,1,291,563.0,1475.0,11,4,7.0,0,0,0,1
1132.0,0,1.0,0,0,0,8.0,0.1,157.0,1,4,1091,1293.0,1950.0,11,2,6.0,0,1,1,1
1652.0,0,0.6,1,4,1,40.0,1.0,198.0,7,6,352,1084.0,3592.0,7,6,6.0,1,0,0,3
912.0,0,0.5,1,0,0,58.0,0.3,107.0,5,1,165,1723.0,3573.0,17,3,20.0,1,1,0,3
1181.0,0,2.3,0,12,1,61.0,0.6,116.0,2,16,385,831.0,2020.0,6,0,18.0,1,1,0,1
1497.0,1,0.7,0,5,0,32.0,0.7,92.0,3,9,1920,1933.0,1329.0,6,1,7.0,1,1,0,2
1790.0,1,2.3,1,3,1,49.0,0.5,100.0,3,11,396,1980.0,3568.0,6,2,18.0,1,0,1,3
1742.0,1,1.6,0,3,0,49.0,0.8,100.0,1,9,1134,1469.0,1947.0,5,4,6.0,1,0,1,2
1549.0,1,0.5,0,4,0,8.0,0.4,158.0,5,7,721,1514.0,1998.0,12,7,15.0,1,1,0,2
1372.0,1,2.7,0,7,0,34.0,0.4,193.0,4,17,687,937.0,725.0,11,3,20.0,1,0,0,0
1112.0,0,0.5,0,0,1,12.0,0.9,190.0,4,6,777,1119.0,3302.0,11,0,20.0,1,1,1,3
1005.0,0,0.5,0,0,0,46.0,0.4,133.0,8,17,176,1556.0,3884.0,17,0,20.0,0,1,1,3
783.0,1,1.7,1,9,1,27.0,0.3,150.0,6,11,458,1263.0,1185.0,15,4,6.0,1,1,1,0
1698.0,0,2.5,0,10,1,26.0,0.4,105.0,2,18,485,1819.0,1656.0,5,3,17.0,1,0,1,2
899.0,1,2.7,0,3,1,53.0,0.3,192.0,4,11,641,1638.0,2870.0,19,16,10.0,1,0,1,2
1062.0,0,1.5,0,3,0,45.0,0.2,151.0,3,4,798,1435.0,911.0,14,2,9.0,0,0,0,0
989.0,1,2.0,0,4,0,17.0,0.2,166.0,3,19,256,1394.0,3892.0,18,7,19.0,1,1,0,3
1983.0,1,1.2,1,6,1,27.0,0.6,125.0,1,11,370,1197.0,3897.0,12,10,10.0,1,1,1,3
1800.0,1,3.0,0,5,0,53.0,0.3,87.0,1,12,191,1108.0,656.0,14,10,18.0,0,0,1,0
1254.0,0,1.7,0,0,1,45.0,0.4,146.0,3,3,1571,1956.0,606.0,7,2,2.0,1,1,1,1
868.0,0,1.7,0,0,0,30.0,0.8,83.0,4,0,276,1026.0,1653.0,11,7,17.0,1,0,0,1
1205.0,0,0.5,1,3,0,12.0,0.6,175.0,4,6,573,614.0,860.0,14,1,14.0,1,0,1,0
1284.0,1,2.8,1,0,0,10.0,0.9,155.0,2,14,160,516.0,2197.0,16,2,9.0,0,1,1,1
626.0,0,0.7,1,2,1,23.0,0.5,187.0,2,9,90,1334.0,3458.0,7,5,11.0,1,0,1,2
1763.0,0,2.9,1,1,1,53.0,0.2,101.0,4,20,138,806.0,2066.0,12,9,17.0,1,1,1,1
694.0,1,1.8,1,15,0,36.0,0.4,193.0,4,20,983,1230.0,3676.0,12,8,5.0,1,0,1,3
1265.0,0,0.6,1,4,1,49.0,0.5,90.0,1,5,275,687.0,1518.0,16,11,8.0,1,0,1,1
816.0,1,0.5,0,4,0,14.0,0.9,198.0,3,13,149,558.0,1018.0,17,10,15.0,1,0,0,0
904.0,0,1.8,0,3,1,35.0,0.4,168.0,3,4,42,507.0,1360.0,15,12,11.0,1,0,0,0
979.0,0,0.5,1,0,1,5.0,0.5,164.0,7,2,793,1670.0,3449.0,5,2,14.0,1,0,0,3
1531.0,0,2.0,0,0,1,60.0,0.4,162.0,6,1,625,765.0,2524.0,13,11,7.0,1,0,0,2
934.0,0,2.0,1,2,0,30.0,0.7,182.0,8,15,521,1190.0,703.0,10,8,7.0,0,0,1,0
1624.0,1,2.6,1,0,0,58.0,1.0,200.0,3,11,1530,1744.0,1251.0,13,4,18.0,0,1,1,1
874.0,0,1.3,0,5,0,8.0,0.5,185.0,1,20,442,1248.0,582.0,6,4,15.0,0,0,0,0
1027.0,1,2.2,0,0,0,63.0,0.8,102.0,5,4,152,714.0,1732.0,8,5,13.0,0,1,1,1
1966.0,0,0.8,1,15,1,48.0,0.2,144.0,1,16,1242,1973.0,1252.0,6,4,19.0,1,1,1,2
1048.0,1,1.5,0,2,1,29.0,1.0,182.0,1,4,29,1670.0,2146.0,11,10,2.0,1,0,0,1
1496.0,1,1.9,1,13,0,38.0,0.1,126.0,4,14,501,506.0,1927.0,17,4,6.0,0,0,1,1
959.0,1,1.7,0,15,0,13.0,0.4,155.0,4,16,87,736.0,3328.0,10,9,10.0,1,1,1,2
1349.0,1,2.2,1,5,0,55.0,0.1,105.0,7,7,648,1019.0,2462.0,15,7,17.0,1,0,1,2
1689.0,1,2.4,1,0,1,13.0,0.9,168.0,2,9,521,674.0,1172.0,12,11,17.0,1,1,1,0
1558.0,1,2.4,0,0,1,27.0,0.1,146.0,1,1,120,1409.0,3598.0,9,2,12.0,1,0,1,3
582.0,0,0.5,1,3,0,27.0,0.2,168.0,3,10,985,1420.0,2437.0,19,2,2.0,1,1,1,2
1485.0,0,2.8,0,3,1,44.0,0.1,138.0,4,14,341,774.0,3271.0,14,12,8.0,1,1,0,3
1991.0,1,1.8,0,11,0,9.0,0.7,94.0,3,12,751,1377.0,1511.0,17,8,9.0,0,0,0,1
553.0,0,0.5,1,2,1,23.0,0.5,119.0,3,3,993,1517.0,2981.0,7,3,14.0,1,0,0,2
1231.0,0,0.7,1,2,0,7.0,0.9,113.0,1,7,43,1663.0,3119.0,9,4,15.0,1,1,0,3
805.0,0,0.8,0,1,0,34.0,0.6,88.0,6,2,1262,1538.0,3647.0,18,11,9.0,1,0,1,3
764.0,1,1.2,1,1,0,13.0,1.0,152.0,8,2,361,511.0,3148.0,18,7,6.0,1,1,0,2
894.0,0,0.9,0,5,1,54.0,0.2,130.0,3,15,104,541.0,2829.0,11,5,13.0,1,0,1,2
1589.0,0,2.6,0,9,0,46.0,0.4,84.0,3,16,618,940.0,2373.0,11,9,20.0,1,1,0,2
1456.0,0,1.6,1,9,1,39.0,0.1,80.0,8,10,815,1666.0,3998.0,6,3,13.0,1,1,0,3
743.0,0,0.5,1,0,1,33.0,0.3,95.0,2,1,1587,1659.0,316.0,19,10,4.0,1,0,0,0
1061.0,1,2.1,0,3,1,52.0,0.1,109.0,7,4,138,1330.0,999.0,16,12,9.0,1,1,0,0
1428.0,1,1.6,0,0,0,7.0,0.1,153.0,4,2,584,983.0,1808.0,12,8,13.0,0,1,0,1
674.0,1,2.8,1,0,1,8.0,0.2,93.0,3,0,750,772.0,589.0,18,6,4.0,1,1,0,0
832.0,0,1.1,0,0,1,46.0,0.3,93.0,6,0,820,1366.0,3317.0,8,0,19.0,1,1,0,3
1625.0,1,0.5,1,2,1,50.0,0.1,107.0,8,17,8,1219.0,670.0,16,3,8.0,1,0,0,0
907.0,0,1.4,1,3,0,42.0,0.2,151.0,1,16,171,507.0,584.0,11,9,6.0,1,0,0,0
1631.0,0,0.5,0,2,1,13.0,0.5,166.0,2,16,960,1735.0,2173.0,12,3,8.0,1,1,0,2
1584.0,1,1.3,0,6,0,41.0,0.6,135.0,4,15,160,1291.0,1561.0,10,5,17.0,0,0,1,1
1382.0,1,0.5,0,7,1,13.0,0.3,199.0,2,18,612,719.0,2073.0,16,7,9.0,1,0,1,1
633.0,1,1.4,0,0,1,46.0,0.7,102.0,6,10,709,1915.0,1401.0,19,14,11.0,1,1,0,1
1444.0,1,2.1,0,9,0,38.0,0.4,104.0,7,16,624,917.0,3764.0,14,9,10.0,0,0,0,3
852.0,1,1.6,1,6,1,54.0,0.4,147.0,5,7,538,730.0,1275.0,13,7,12.0,1,0,1,0
922.0,1,0.7,0,0,1,47.0,1.0,157.0,8,14,1295,1808.0,1464.0,17,4,12.0,1,0,1,1
1745.0,0,1.5,1,4,1,57.0,0.1,159.0,3,16,1164,1908.0,2885.0,13,11,5.0,1,1,1,3
862.0,0,2.3,0,9,1,6.0,0.1,107.0,8,14,829,1977.0,3458.0,9,4,9.0,1,1,1,3
1754.0,1,2.1,1,1,1,52.0,1.0,101.0,4,3,199,1452.0,3019.0,11,6,19.0,1,0,1,3
1008.0,0,2.5,0,3,0,36.0,1.0,109.0,1,14,825,1972.0,1083.0,6,4,6.0,0,0,0,1
1569.0,0,0.5,1,3,0,33.0,0.2,147.0,1,13,519,930.0,3538.0,18,1,15.0,1,0,1,3
1596.0,0,2.9,1,7,0,7.0,0.7,149.0,2,9,169,1190.0,2493.0,14,12,13.0,1,1,1,2
1807.0,1,0.5,1,2,1,61.0,0.1,134.0,6,6,1734,1968.0,3726.0,8,5,15.0,1,0,0,3
1660.0,0,2.8,1,4,0,7.0,0.8,184.0,1,6,76,1165.0,1531.0,12,0,7.0,0,0,0,1
1861.0,1,0.9,0,4,1,55.0,0.5,148.0,7,8,1698,1877.0,601.0,7,5,4.0,1,0,0,1
648.0,0,1.9,1,4,0,8.0,1.0,91.0,5,19,819,1997.0,2991.0,8,7,4.0,0,0,1,2
1379.0,0,0.5,1,1,0,19.0,0.3,134.0,8,17,387,671.0,3912.0,11,2,19.0,0,1,1,3
1910.0,1,1.7,0,0,0,34.0,0.6,115.0,2,0,985,1284.0,309.0,8,4,10.0,0,0,1,0
1807.0,0,2.0,1,0,1,13.0,0.5,155.0,8,0,970,974.0,323.0,9,3,3.0,1,1,1,0
1923.0,0,0.5,1,7,0,46.0,0.5,191.0,1,10,767,1759.0,1489.0,10,9,3.0,1,1,1,1
1345.0,1,3.0,0,7,1,38.0,0.1,162.0,3,11,512,1465.0,1322.0,9,2,15.0,1,0,0,1
904.0,0,1.6,1,5,1,14.0,0.2,102.0,8,9,56,760.0,1846.0,7,0,3.0,1,0,1,1
1239.0,0,1.2,1,5,1,52.0,0.9,122.0,2,10,590,661.0,417.0,8,0,6.0,1,0,1,0
1330.0,0,0.9,0,6,1,52.0,0.8,84.0,4,12,462,1304.0,3269.0,19,6,8.0,1,1,0,3
516.0,1,0.7,1,1,0,30.0,0.9,138.0,1,12,126,698.0,3731.0,17,13,15.0,0,0,0,2
672.0,1,0.5,1,0,0,54.0,0.9,95.0,4,11,578,1143.0,667.0,17,8,14.0,0,0,0,0
892.0,1,0.5,0,0,1,47.0,0.4,94.0,1,18,655,1782.0,1241.0,12,3,9.0,1,0,1,1
1778.0,0,0.5,0,0,1,23.0,0.5,101.0,6,11,1028,1445.0,3941.0,19,6,13.0,1,0,0,3
1130.0,1,2.5,0,4,1,58.0,0.1,132.0,5,14,88,1261.0,1018.0,17,1,16.0,1,0,0,0
1359.0,0,0.6,0,4,0,59.0,0.3,86.0,2,6,1692,1902.0,3142.0,19,3,17.0,0,1,1,3
1866.0,1,2.5,1,3,1,47.0,0.8,89.0,5,9,358,1782.0,1444.0,7,4,20.0,1,0,0,1
1597.0,0,2.3,0,11,0,34.0,0.4,89.0,1,14,64,1667.0,934.0,16,10,9.0,0,1,0,0
1046.0,1,2.8,1,0,1,58.0,0.2,100.0,8,0,259,1040.0,3863.0,17,12,9.0,1,1,1,3
1035.0,0,0.6,1,2,1,44.0,0.5,99.0,3,3,236,1960.0,3506.0,14,5,12.0,1,1,0,3
1175.0,1,1.3,0,2,0,19.0,0.3,164.0,7,9,873,1394.0,1944.0,9,4,9.0,1,1,0,1
1261.0,1,0.5,1,0,1,11.0,0.2,90.0,4,0,858,1591.0,348.0,14,9,14.0,1,0,1,0
1068.0,0,0.7,1,9,0,51.0,0.5,124.0,4,15,1405,1910.0,550.0,12,8,6.0,1,1,0,0
1713.0,0,3.0,1,5,1,20.0,0.9,104.0,7,17,237,890.0,971.0,11,10,10.0,1,0,0,0
1688.0,0,2.5,0,0,1,21.0,0.2,170.0,7,0,650,864.0,3984.0,17,14,8.0,1,1,1,3
1413.0,1,0.5,1,4,1,45.0,0.4,104.0,5,6,1949,1994.0,2973.0,17,8,15.0,1,0,1,3
559.0,1,0.5,0,10,0,11.0,0.4,82.0,5,14,541,823.0,2019.0,10,4,16.0,1,1,1,1
1483.0,1,2.6,1,13,0,19.0,0.6,146.0,7,19,361,1552.0,1587.0,9,4,19.0,0,0,0,1
860.0,1,1.6,1,13,0,48.0,0.5,187.0,7,18,335,1463.0,1870.0,17,2,18.0,1,0,0,1
1090.0,0,1.3,1,5,0,27.0,0.1,91.0,4,16,1638,1910.0,1352.0,5,1,11.0,0,1,0,1
686.0,1,0.5,0,11,0,3.0,0.3,91.0,6,15,1109,1392.0,570.0,7,6,19.0,0,1,0,0
818.0,0,1.3,0,14,0,43.0,0.9,177.0,6,15,111,510.0,546.0,12,6,7.0,1,1,1,0
1456.0,0,1.6,1,5,0,49.0,0.2,193.0,3,20,1285,1427.0,3624.0,12,11,16.0,1,1,0,3
774.0,0,0.5,1,2,1,10.0,0.5,188.0,2,9,1480,1731.0,2944.0,8,6,2.0,1,1,1,2
1068.0,0,0.5,1,0,1,19.0,0.9,197.0,8,9,322,875.0,1209.0,19,12,12.0,1,1,0,0
1373.0,1,1.9,1,1,1,29.0,0.9,141.0,6,12,1220,1348.0,2752.0,15,2,7.0,1,1,1,3
1777.0,1,3.0,0,3,0,20.0,0.6,188.0,6,5,511,616.0,3868.0,5,1,7.0,0,1,1,3
594.0,0,0.8,0,2,1,28.0,0.1,132.0,5,3,1011,1263.0,3087.0,16,4,4.0,1,1,1,2
1524.0,0,2.6,1,5,0,57.0,0.5,124.0,2,12,629,635.0,947.0,11,4,16.0,0,1,1,0
511.0,1,0.6,1,12,0,50.0,0.1,175.0,3,16,140,622.0,1484.0,9,7,8.0,1,0,0,0
1402.0,1,0.6,1,3,0,46.0,0.3,87.0,7,12,1081,1767.0,347.0,17,0,12.0,1,0,1,0
965.0,1,0.5,0,15,0,53.0,1.0,131.0,8,19,297,653.0,3227.0,12,6,8.0,1,0,0,2
1270.0,1,2.3,0,0,0,58.0,0.5,104.0,5,1,1512,1716.0,3299.0,13,4,16.0,0,0,1,3
919.0,0,0.5,1,11,0,13.0,0.3,159.0,1,15,275,570.0,1028.0,8,4,17.0,1,0,0,0
1963.0,1,1.0,0,16,1,34.0,0.1,157.0,2,17,1136,1813.0,714.0,18,2,2.0,1,0,1,1
1977.0,0,1.3,1,2,0,31.0,0.4,173.0,8,6,1145,1356.0,2641.0,8,2,7.0,0,0,0,3
1881.0,0,2.2,0,4,0,51.0,0.3,158.0,5,7,477,1553.0,1229.0,12,0,14.0,1,0,0,1
683.0,0,0.7,0,5,0,19.0,0.9,173.0,4,17,954,1985.0,2622.0,16,3,5.0,0,0,1,2
772.0,0,2.6,1,7,0,6.0,0.1,100.0,2,10,741,1471.0,929.0,13,6,18.0,0,1,1,0
536.0,1,1.4,0,0,1,53.0,0.7,135.0,3,0,547,705.0,1211.0,15,10,7.0,1,0,1,0
1694.0,0,1.8,0,0,0,53.0,1.0,186.0,6,0,1194,1208.0,1653.0,7,5,6.0,1,0,0,2
1633.0,0,1.7,1,3,1,33.0,0.9,111.0,2,19,146,906.0,511.0,9,0,7.0,1,1,0,0
1371.0,0,0.5,0,4,0,52.0,0.5,167.0,4,19,471,663.0,3034.0,13,6,8.0,0,0,0,2
551.0,1,2.8,0,0,1,54.0,0.1,172.0,7,15,169,1916.0,1414.0,6,1,19.0,1,0,1,0
1221.0,0,0.5,0,1,1,28.0,0.5,139.0,1,7,1895,1976.0,2438.0,13,11,10.0,1,1,1,3
1000.0,1,0.5,0,12,0,63.0,0.7,179.0,8,18,1537,1761.0,3744.0,11,1,7.0,0,0,1,3
1986.0,0,2.7,1,3,1,64.0,0.2,162.0,4,20,236,1520.0,1377.0,5,3,15.0,1,1,1,1
1119.0,0,0.5,1,0,1,23.0,0.4,164.0,4,1,821,915.0,3520.0,7,4,7.0,1,0,0,3
1699.0,0,0.5,1,1,0,59.0,0.5,97.0,4,3,466,1768.0,3796.0,17,10,12.0,0,1,1,3
1099.0,0,0.5,0,13,1,61.0,0.3,146.0,3,20,393,1096.0,1699.0,17,10,3.0,1,1,1,1
1576.0,0,2.6,0,7,0,58.0,0.2,90.0,3,16,400,631.0,336.0,14,8,13.0,1,1,1,0
950.0,1,0.5,0,9,0,55.0,0.1,156.0,5,10,774,843.0,1095.0,14,12,13.0,0,1,0,0
1081.0,1,2.5,1,13,0,49.0,1.0,99.0,3,17,284,519.0,325.0,9,1,6.0,0,0,1,0
606.0,0,2.5,0,1,1,53.0,0.2,146.0,4,2,465,1152.0,1223.0,19,12,7.0,1,0,0,0
502.0,0,1.5,1,7,0,37.0,0.2,199.0,2,12,705,1810.0,1649.0,6,1,14.0,0,1,0,1
957.0,1,0.7,0,0,1,4.0,0.1,160.0,2,0,38,1682.0,1898.0,12,4,3.0,1,1,0,1
1658.0,1,1.4,1,0,1,38.0,0.3,159.0,5,0,51,739.0,2609.0,12,11,19.0,1,0,0,2
1681.0,1,2.5,1,6,0,18.0,0.3,167.0,1,7,850,1005.0,2265.0,5,3,20.0,1,1,1,2
1983.0,1,0.5,1,3,0,43.0,1.0,87.0,6,10,349,676.0,2775.0,9,4,3.0,0,1,1,2
1753.0,0,1.2,0,8,1,12.0,0.9,113.0,7,17,387,1595.0,1445.0,17,16,12.0,1,1,1,1
1632.0,1,1.4,0,0,0,41.0,0.1,132.0,4,1,706,1623.0,2614.0,5,4,15.0,1,0,0,2
1949.0,1,1.4,0,7,0,57.0,0.3,145.0,7,11,951,1178.0,356.0,5,3,19.0,0,0,0,0
1696.0,0,1.7,0,1,0,13.0,0.9,97.0,3,2,179,772.0,523.0,5,0,4.0,0,1,1,0
688.0,0,2.5,1,0,0,57.0,0.8,131.0,7,3,426,1964.0,3745.0,17,1,4.0,0,1,0,3
1104.0,0,1.7,0,1,1,60.0,0.4,199.0,2,13,653,1413.0,1229.0,6,0,3.0,1,1,1,0
1122.0,0,2.8,0,0,0,28.0,0.6,184.0,3,4,1578,1963.0,1402.0,14,10,3.0,0,1,0,1
504.0,1,0.5,1,2,1,46.0,0.9,172.0,5,14,280,1795.0,2085.0,13,5,8.0,1,0,0,1
1154.0,0,0.5,0,12,1,14.0,0.7,156.0,7,14,251,1801.0,587.0,8,3,4.0,1,1,1,0
1727.0,0,2.1,0,2,1,63.0,0.6,85.0,7,8,1463,1992.0,2457.0,19,13,7.0,1,0,1,3
1674.0,0,2.8,1,0,1,52.0,0.2,89.0,3,7,1432,1649.0,2030.0,7,0,6.0,1,0,0,2
1948.0,0,2.8,1,5,1,18.0,0.2,135.0,2,14,477,571.0,816.0,16,2,3.0,1,0,0,0
1218.0,1,2.8,1,3,0,39.0,0.8,150.0,7,14,1122,1746.0,1667.0,10,0,12.0,0,0,0,1
531.0,0,1.1,0,10,0,63.0,0.7,189.0,7,14,145,1903.0,2958.0,17,1,19.0,0,1,0,2
1057.0,0,2.1,0,4,0,5.0,0.5,154.0,5,13,416,1055.0,3705.0,6,4,13.0,1,0,0,3
576.0,0,1.2,0,1,0,30.0,0.8,162.0,8,5,847,893.0,2800.0,11,6,16.0,0,1,1,2
1960.0,1,2.1,0,1,0,7.0,0.2,165.0,7,9,868,877.0,3773.0,11,9,6.0,0,1,1,3
673.0,1,1.7,1,3,1,22.0,0.1,88.0,1,5,594,1088.0,2050.0,7,2,17.0,1,1,0,1
718.0,0,0.7,1,0,1,21.0,0.8,88.0,1,7,518,830.0,1754.0,17,11,9.0,1,0,1,1
864.0,0,1.7,0,3,1,35.0,0.3,103.0,3,7,663,1805.0,1904.0,12,8,13.0,1,1,1,1
547.0,0,1.9,1,1,0,37.0,0.4,154.0,5,4,371,541.0,2705.0,17,3,10.0,1,1,0,1
623.0,1,0.9,0,1,1,3.0,0.1,102.0,8,7,1749,1781.0,3537.0,16,13,3.0,1,0,1,3
1793.0,0,0.7,1,11,0,27.0,0.4,154.0,5,13,586,722.0,1370.0,16,3,19.0,1,0,1,1
1720.0,1,0.7,1,0,0,19.0,0.1,137.0,2,3,409,646.0,1222.0,13,2,7.0,0,0,0,1
812.0,0,0.5,1,1,0,64.0,1.0,106.0,4,7,35,1309.0,3102.0,6,0,2.0,0,0,0,2
980.0,1,0.5,0,0,1,33.0,0.9,160.0,6,0,1008,1758.0,2268.0,7,5,4.0,1,1,0,2
643.0,0,1.0,0,9,1,18.0,0.2,187.0,8,12,442,1079.0,2648.0,7,5,18.0,1,1,1,1
1925.0,0,3.0,1,0,1,16.0,0.8,175.0,8,11,983,1087.0,2173.0,7,3,19.0,1,1,0,2
1408.0,1,2.5,0,3,0,32.0,0.1,151.0,4,6,875,982.0,3162.0,19,18,3.0,1,0,0,3
1522.0,1,0.7,1,4,0,28.0,0.2,124.0,1,5,952,1191.0,1368.0,14,5,17.0,1,0,1,1
587.0,1,2.5,0,16,1,51.0,0.6,111.0,1,17,244,1361.0,2746.0,10,4,7.0,1,0,1,2
1959.0,0,0.5,1,5,0,18.0,0.7,191.0,6,20,65,1055.0,619.0,7,4,8.0,1,1,1,0
1872.0,0,0.5,1,3,0,17.0,0.7,89.0,6,6,1749,1767.0,724.0,17,3,9.0,1,0,1,1
1043.0,1,0.5,0,7,0,42.0,0.1,111.0,3,8,716,1626.0,912.0,16,9,6.0,0,1,0,0
1809.0,0,0.5,0,6,0,23.0,0.7,123.0,6,19,433,1661.0,2784.0,12,6,20.0,1,1,1,3
1703.0,1,0.5,0,5,1,23.0,0.2,92.0,6,7,134,521.0,793.0,7,3,17.0,1,1,0,0
1095.0,1,0.5,0,4,0,45.0,0.5,197.0,1,5,179,1247.0,560.0,9,1,10.0,1,1,0,0
1414.0,0,2.6,0,1,0,27.0,0.6,137.0,4,20,804,1564.0,312.0,5,2,8.0,0,0,1,0
1659.0,1,2.5,0,2,0,41.0,0.1,88.0,7,18,787,1515.0,545.0,12,0,9.0,0,1,1,0
1540.0,0,0.7,1,1,0,60.0,0.8,197.0,7,12,704,822.0,1591.0,19,0,2.0,1,0,1,1
1342.0,0,1.0,0,0,1,31.0,0.6,86.0,7,1,991,1638.0,2746.0,15,5,10.0,1,1,0,3
1189.0,1,2.3,0,13,0,8.0,0.5,198.0,3,14,379,932.0,893.0,9,6,13.0,1,1,0,0
518.0,1,2.4,0,0,1,62.0,0.6,128.0,6,0,489,710.0,2514.0,16,12,7.0,1,1,1,1
1449.0,0,0.8,1,3,1,10.0,0.2,144.0,1,12,1518,1883.0,1032.0,10,0,8.0,1,1,1,1
516.0,0,1.1,1,0,1,39.0,0.4,91.0,5,7,855,1401.0,819.0,8,0,10.0,1,1,1,0
1569.0,0,0.8,1,8,0,59.0,0.9,111.0,3,16,1261,1383.0,3672.0,15,2,15.0,1,0,1,3
1312.0,1,0.8,1,0,0,24.0,0.9,156.0,6,0,115,1791.0,3833.0,14,13,17.0,0,1,0,3
1893.0,1,0.5,1,1,0,23.0,0.1,179.0,8,3,1203,1432.0,1482.0,15,7,17.0,0,1,0,2
1076.0,0,2.5,0,3,0,14.0,0.2,105.0,5,4,545,1300.0,2043.0,7,5,14.0,0,0,0,1
530.0,1,2.6,0,1,0,40.0,0.9,118.0,6,2,818,1090.0,1229.0,16,11,2.0,0,1,0,0
1044.0,1,2.8,1,7,0,33.0,0.6,129.0,4,13,42,1262.0,1816.0,17,16,15.0,1,0,1,1
1330.0,0,1.1,0,11,0,37.0,0.7,126.0,7,20,1103,1637.0,2166.0,10,1,4.0,1,0,0,2
1836.0,0,1.1,1,0,0,14.0,0.7,104.0,5,1,168,1068.0,2469.0,18,6,7.0,1,1,1,2
1741.0,1,0.5,0,1,1,55.0,0.1,140.0,5,3,719,755.0,2575.0,13,10,7.0,1,1,1,2
1869.0,0,2.6,0,0,1,30.0,0.4,152.0,1,13,163,874.0,1375.0,15,3,19.0,1,0,0,1
1331.0,0,0.5,0,8,0,55.0,0.9,146.0,3,15,1162,1531.0,1732.0,6,2,11.0,1,0,1,1
1655.0,1,0.5,1,6,1,4.0,0.1,105.0,3,12,626,1348.0,673.0,10,3,12.0,1,0,0,0
605.0,0,1.5,0,9,1,18.0,0.9,162.0,2,14,329,656.0,2301.0,15,9,8.0,1,0,0,1
1245.0,1,0.6,0,2,0,30.0,0.7,105.0,5,3,330,1434.0,2676.0,17,8,7.0,1,0,0,2
1709.0,1,0.8,0,8,1,58.0,0.8,136.0,2,10,956,1292.0,1781.0,18,3,17.0,1,0,0,2
846.0,1,2.6,0,0,1,58.0,0.1,123.0,4,15,1140,1983.0,2248.0,16,8,13.0,1,0,0,2
1403.0,1,2.5,1,3,0,62.0,0.9,90.0,4,13,217,1623.0,921.0,14,13,18.0,1,0,0,0
688.0,1,1.5,0,0,0,2.0,1.0,89.0,3,2,271,869.0,391.0,5,2,8.0,1,1,1,0
775.0,1,2.5,1,1,1,10.0,0.1,185.0,7,14,444,1555.0,1719.0,19,3,18.0,1,1,1,1
1154.0,0,2.0,0,6,1,35.0,0.8,159.0,5,16,1003,1827.0,3262.0,16,15,16.0,1,0,0,3
1375.0,0,0.5,1,2,1,35.0,0.1,194.0,2,3,227,772.0,1947.0,15,13,15.0,1,1,1,1
1827.0,1,0.8,0,4,0,61.0,0.9,130.0,7,9,253,1764.0,2693.0,8,3,7.0,0,1,1,3
1697.0,0,0.5,0,0,1,60.0,0.1,90.0,4,0,88,1046.0,441.0,15,1,11.0,1,1,0,0
